created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Aug 24 08:05:21 +0000 2023;1694621905586901084;"Sebagai organisasi non-profit, kami membutuhkan bantuan dalam bentuk donasi untuk mencapai visi dan misi kami terkait kesehatan mental. Berikut informasi singkat mengenai apa saja yang kami lakukan dengan donasi dari teman-teman sekalian. https://t.co/TS9BneZCcO";0;1;0;1;in;1494877853481320449;1694621905586901084;Merajuthati_;https://twitter.com/Merajuthati_/status/1694621905586901084
Thu Aug 24 04:48:34 +0000 2023;1694572383670255952;"Dalam saat-saat yang sulit, sistem dukungan yang baik dapat menjadi jalan keluar bagi kita menuju pemulihan kesehatan dan kesejahteraan mental kita.";0;0;0;0;in;1494877853481320449;1694572379698339979;Merajuthati_;https://twitter.com/Merajuthati_/status/1694572383670255952
Thu Aug 24 04:48:33 +0000 2023;1694572379698339979;"Memiliki sistem dukungan yang kuat dalam perjalanan kesehatan mental adalah suatu hal yang penting.  teman-teman yang selalu mendengarkan, kasih sayang dari keluarga, dan profesional kesehatan mental yang dapat memberikan panduan-panduan yang baik bagi kesehatan mental kita.";0;1;0;0;in;1494877853481320449;1694572379698339979;Merajuthati_;https://twitter.com/Merajuthati_/status/1694572379698339979
Thu Aug 24 03:14:02 +0000 2023;1694548591526998359;"Apa saja jenis-jenis krisis eksistensial itu?   #Cendekia8 #RumahCendekia8 #krisiseksistensial #Mentalhealth #mentalawareness #kesehatanmental #KonsultasiPsikologi https://t.co/fqHW3v7JZE";0;0;0;1;in;1204249398382710786;1694548591526998359;CendekiaDelapan;https://twitter.com/CendekiaDelapan/status/1694548591526998359
Thu Aug 24 01:47:33 +0000 2023;1694526830546686436;"@AryBandung Hehehehe...betul, saat ini kesehatan mental jauh lebih berharga😊😊😊";0;0;0;1;in;77601007;1694506281623806374;mickeynasution;https://twitter.com/mickeynasution/status/1694526830546686436
Thu Aug 24 00:25:54 +0000 2023;1694506281623806374;"Saat ini saya menarik diri dulu dari gegap gempita copras capres dulu ya teman2... Bukan karena apa2, tp hanya mencoba menjaga kesehatan mental saja😊😊😊 Terlalu kasar jagad X buat saya saat ini yg sedang mencari kedamaian jiwa. Toh saya sdh menetapkan capres pilihan saya 😊😊😊";0;2;0;2;in;77601007;1694506281623806374;mickeynasution;https://twitter.com/mickeynasution/status/1694506281623806374
Tue Aug 22 07:18:14 +0000 2023;1693885272927391883;"Terapi kesehatan mental memiliki banyak manfaat yang dapat memberikan dampak positif pada kehidupan kita. Mari kita simak beberapa manfaat positif terapi kesehatan mental #kesehatanmental #mentalhealth #mentalhealthIndonesia #bantuankesehatanmental #donasi #gratis https://t.co/RhT87Behhy";2;1;2;2;in;1494877853481320449;1693885272927391883;Merajuthati_;https://twitter.com/Merajuthati_/status/1693885272927391883
Tue Aug 22 05:20:17 +0000 2023;1693855588550414511;"Jangan ragu mencari bantuan profesional, karena setiap langkah ambil demi kesehatan mental kita akan membawa kita lebih dekat pada kesejahteraan pikiran dan jiwa.";0;0;0;0;in;1494877853481320449;1693855585039778026;Merajuthati_;https://twitter.com/Merajuthati_/status/1693855588550414511
Tue Aug 22 05:20:16 +0000 2023;1693855586805576049;"Melalui bimbingan dan dukungan profesional, kita dapat menemukan jalan untuk meraih kesehatan mental yang lebih baik, dan belajar merawat pikiran kita sebagaimana kita merawat tubuh kita";0;1;0;0;in;1494877853481320449;1693855585039778026;Merajuthati_;https://twitter.com/Merajuthati_/status/1693855586805576049
Tue Aug 22 05:20:16 +0000 2023;1693855585039778026;"Terapi adalah tempat di mana pertumbuhan dan penyembuhan berjalan beriringan menuju kesehatan mental yang optimal.";2;1;2;2;in;1494877853481320449;1693855585039778026;Merajuthati_;https://twitter.com/Merajuthati_/status/1693855585039778026
Mon Aug 21 04:53:14 +0000 2023;1693486395061608719;"Overthinking adalah suatu keadaan dimana seseorang terus menerus memikirkan suatu hal yang seolah tidak ada ujungnya.   #Cendekia8 #RumahCendekia8 #overthinking #kesehatanmental #KonsultasiPsikologi #mentalawareness #gangguanmental #gangguantidur https://t.co/4PX3QFBsYz";0;0;0;1;in;1204249398382710786;1693486395061608719;CendekiaDelapan;https://twitter.com/CendekiaDelapan/status/1693486395061608719
Sat Aug 19 09:50:50 +0000 2023;1692836513825030530;"Terkadang aku bertanya ke temen rantau yang kos gimana menjaga kesehatan mental mereka,";0;0;0;1;in;1141741065348640768;1692836513825030530;dan_witoko;https://twitter.com/dan_witoko/status/1692836513825030530
Sat Aug 19 09:41:19 +0000 2023;1692834115169759618;"Untuk menjaga kesehatan di tengah padatnya pekerjaan, Jumat (11/8) BPS Kab Pati menggelar senam sehat. Kegiatan ini dilaksanakan sbg upaya meningkatkan kinerja, rasa kebersamaan, kesehatan fisik &amp  mental serta menciptakan suasana kerja yg sehat. @bpsprovjateng https://t.co/5IYTfNocYY";0;0;0;2;in;1679386684096651264;1692834115169759618;bpskabpati;https://twitter.com/bpskabpati/status/1692834115169759618
Sat Aug 19 01:56:32 +0000 2023;1692717152472817841;"Menjauhi yang menurut kita kurang baik juga penting untuk kesehatan mental diri sendiri";0;0;1;0;in;884820921210421249;1692717152472817841;woyren;https://twitter.com/woyren/status/1692717152472817841
Fri Aug 18 06:05:38 +0000 2023;1692417451345207395;"Psychological First Aid Untuk Keluarga  #Cendekia8 #RumahCendekia8🤗 #PFA #psychologicalfirstaid #kesehatanmental https://t.co/KYH3ddisEk";0;0;0;0;in;1204249398382710786;1692417451345207395;CendekiaDelapan;https://twitter.com/CendekiaDelapan/status/1692417451345207395
Fri Aug 18 05:04:41 +0000 2023;1692402113828278691;"Jangan lupa juga, lakukam hal-hal yang baik bagi kesehatan mental kita serta selalu percaya diri dan berusaha mencapai kesejahteraan mental. Selalu ingat kalian tidak sendirian #tidaksendirilagi.";0;1;0;0;in;1494877853481320449;1692402111890465061;Merajuthati_;https://twitter.com/Merajuthati_/status/1692402113828278691
Wed Aug 16 11:44:34 +0000 2023;1691777970296463573;"Jgn menjadi sipaling Rumah. Rumah kau sendiri sudah mau rubuh, Kesehatan Mental itu penting sedangkan mental orang Kau jaga lalu Mentalmu sendiri malah kau rusak. Berhenti memprioritaskan orang yang menjadikanmu cadangan. Upgrade Diri Show How Great You Are";0;0;0;0;in;1311613200455004171;1691777970296463573;Callmedzi;https://twitter.com/Callmedzi/status/1691777970296463573
Wed Aug 16 04:16:13 +0000 2023;1691665140343771270;"Kesehatan mental di dunia kerja sama pentingnya dengan kesehatan fisik. Sebuah lingkungan kerja seharusnya mendukung kesejahteraan mental tidak hanya meningkatkan produktivitas, tetapi juga menciptakan budaya yang peduli dan inklusif.";0;0;0;1;in;1395750564617621505;1691665140343771270;mrizona23;https://twitter.com/mrizona23/status/1691665140343771270
Wed Aug 16 04:10:16 +0000 2023;1691663640821449180;"Di tengah hiruk-pikuk hari Rabu, jangan lupa memberi waktu untuk merawat kesehatan mental kita. Luangkan waktu sesaat untuk memberikan kedamaian bagi diri dan menenangkan pikiran kita. Kesehatan mental adalah kunci untuk menghadapi segala tantangan dengan penuh semangat. 💚";0;0;0;0;in;1494877853481320449;1691663640821449180;Merajuthati_;https://twitter.com/Merajuthati_/status/1691663640821449180
Tue Aug 15 04:07:09 +0000 2023;1691300468155441152;"Terkadang, langkah pertama menuju kesehatan mental yang lebih baik adalah mempercayai bahwa kita berhak bahagia. Ayo mulai perjalanan kita menuju kesejahteraan pikiran dan hati. Kita lebih kuat daripada yang kita kira! 💪";0;0;0;0;in;1494877853481320449;1691300468155441152;Merajuthati_;https://twitter.com/Merajuthati_/status/1691300468155441152
Mon Aug 14 07:34:28 +0000 2023;1690990253660917763;"@worksfess Buat temant-teman yang ingin tau kondisi kesehatan mental kalian, cpba kunjungi https://t.co/v275KOhPMN.     Hasil test screening ini bisa menjadi acuan bagi teman-teman apakah membutuhkan bantuan kesehatan profesional.";0;0;0;0;in;1494877853481320449;1690292548290686976;Merajuthati_;https://twitter.com/Merajuthati_/status/1690990253660917763
Mon Aug 14 07:28:38 +0000 2023;1690988788020105216;"@DifahPutri30 Bukan hanya di kalangan Gen-Z. Kesehatan mental merupakan hal yang sangat penting dan harus diperhatikan oleh semua orang";0;0;0;0;in;1494877853481320449;1690984896129568768;Merajuthati_;https://twitter.com/Merajuthati_/status/1690988788020105216
Mon Aug 14 04:04:12 +0000 2023;1690937339974148096;"Untuk melihat kondisi kesehatan mental, kunjungi https://t.co/v275KOhPMN.   Hasil test screening ini bisa menjadi barometer bagi kita untuk mendapatkan bantuan kesehatan mental profesional jika dibutuhkan";2;1;2;2;in;1494877853481320449;1690936194346135553;Merajuthati_;https://twitter.com/Merajuthati_/status/1690937339974148096
Mon Aug 14 03:59:39 +0000 2023;1690936194346135553;"Ayo kita mulai pekan ini dengan mengutamakan kesehatan mental kita! Ingatlah bahwa menjaga pikiran dan emosi kita adalah salah satu langkah penting menuju kesuksesan dan kesejahteraan. Selalu berikan waktu dan kesempatan untuk merawat diri kita dengan penuh perhatian 💚💚💚";0;1;0;1;in;1494877853481320449;1690936194346135553;Merajuthati_;https://twitter.com/Merajuthati_/status/1690936194346135553
Sun Aug 13 10:49:16 +0000 2023;1690676890657488896;"Dalam rangka memperingati #hutri78 🇲🇨 IDN Times-Radio Taiwan Internasional Gelar Workshop Kesehatan Mental untuk Pekerja Migran Indonesia di Taiwan  https://t.co/D3IH5pCXhU  Download aplikasi IDN untuk konten menarik lainnya 👇    https://t.co/3QXoXSSULC  @IDNTimes";0;1;2;2;in;85087815;1690676890657488896;unilubis;https://twitter.com/unilubis/status/1690676890657488896
Sat Aug 12 21:46:35 +0000 2023;1690479919510519808;"Punya pasangan yang mau memahami kesehatan mental kita itu bener2 kyk nemu malaikat.";0;0;1;0;in;311374768;1690479919510519808;oohwooody;https://twitter.com/oohwooody/status/1690479919510519808
Fri Aug 11 11:56:22 +0000 2023;1689969002381217792;"PMI Provinsi Bali melalui Koordinator Forel dan Forpis berpartisipasi dalam Webinar Nasional Kepalangmerahan yang diadakan oleh UKM KSR-PMI Unit Universitas Undiksha dengan Tema “Membangun SDM yang Berkualitas Dengan Kesehatan Mental yang Baik di Era Digital” https://t.co/P528nzWim0";0;1;0;0;in;390466649;1689969002381217792;pmibali;https://twitter.com/pmibali/status/1689969002381217792
Thu Aug 10 04:14:17 +0000 2023;1689490325000376326;"Wah tidak terasa sudah hari kamis lagi. Hari ini ayo kita jaga kesehatan mental kita dengan hal-hal berikut:";0;1;1;1;in;1494877853481320449;1689490325000376326;Merajuthati_;https://twitter.com/Merajuthati_/status/1689490325000376326
Thu Aug 10 03:34:04 +0000 2023;1689480206548144129;"@asadanrasa_ @fahkta Bukan cuman denial kak. Tapi, stigma kesehatan mental masih sangat kuat di Indonesia. Jangankan, Pria. Wanita saja masih dihakimi waktu speak up soal kesehatan mental.  Yuk bawa percakapan kesehatan mental ke arah yang lebih baik, terutama untuk mematahkan stigma negatif.";0;0;0;0;in;1494877853481320449;1689241746046418944;Merajuthati_;https://twitter.com/Merajuthati_/status/1689480206548144129
Thu Aug 10 03:24:53 +0000 2023;1689477892324073472;"@polsek_kuripan @ssdm_polri Senang rasanya kalo liat instansi negara peduli terhadap kesehatan mental. Semoga dengan begitu makin banyak yang peduli dengan kesehatan mental.";0;0;0;0;in;1494877853481320449;1689476595101417472;Merajuthati_;https://twitter.com/Merajuthati_/status/1689477892324073472
Wed Aug 09 04:08:47 +0000 2023;1689126555686191104;"Luangkan waktu untuk diri sendiri, biarkan pikiran-pikiran mengalir dan perlahan lepaskan beban di pikiran kita. Ingatlah, menjaga kesehatan mental adalah bentuk kepedulian pada dirimu sendiri.";0;0;0;0;in;1494877853481320449;1689126553962303488;Merajuthati_;https://twitter.com/Merajuthati_/status/1689126555686191104
Wed Aug 09 03:42:57 +0000 2023;1689120053743222784;"Kesehatan mental itu penting🥰 #GanjarPranowo  #GanjarPresiden2024  #srikandiganjar  #srikandiganjarsumut #gardaperempuanmillenial https://t.co/UPXv9TMpEG";0;0;0;1;in;1622787367978536960;1689120053743222784;SGanjarsumut;https://twitter.com/SGanjarsumut/status/1689120053743222784
Wed Aug 09 02:40:07 +0000 2023;1689104239837212672;"@debutbigwins Setuju kak. Kesehatan baik itu fisik maupun mental harus jadi prioritas.";0;0;0;0;in;1494877853481320449;1688924312810754048;Merajuthati_;https://twitter.com/Merajuthati_/status/1689104239837212672
Wed Aug 09 02:36:38 +0000 2023;1689103365060648960;"@AdjieSanPutro Kemarin ada salah satu Capres jadi pembicara di seminar yang juga mengangkat isu kesehatan mental. Semoga beliau benar2 peduli dengan kesehatan mental dan bukan hanya gimik politik.";0;0;0;0;in;1494877853481320449;1688737842003091457;Merajuthati_;https://twitter.com/Merajuthati_/status/1689103365060648960
Tue Aug 08 03:48:18 +0000 2023;1688759011691421696;"Buat teman-teman yang ingin berbagi cerita perjalanan kesehatan mental, silahkan kunjungi link berikut: https://t.co/vFf4VGouiW";3;1;3;3;in;1494877853481320449;1688758353550581760;Merajuthati_;https://twitter.com/Merajuthati_/status/1688759011691421696
Sun Aug 06 03:31:44 +0000 2023;1688030065823711232;"@DesyDp Datang aja pake seragam yang sudah ditentukan. Tinggal ikuti acaranya~  Demi kesehatan mental mahasiswa. Kasihan kalau udah capek ospek di kampus, habis itu masih harus ngerjain tugas.";0;1;0;0;in;74669918;1687887745514192897;parizt;https://twitter.com/parizt/status/1688030065823711232
Sat Aug 05 17:54:22 +0000 2023;1687884766409031680;"Mumpung Weekend, Jangan Lupa Break Sejenak. Jgn Memaksa Apapun, Diluar Kapasitas Kita Sbg Manusia. Krn Kesehatan Mental &amp  Fisik itu Sangat Berharga. . Nikmatilah Keindahan Alam Indonesia. Gak usa Jauh Keluar Negeri, Biar Duitnya Muter di Dalam Negeri Aja . #coffee #healing #trip https://t.co/kxz9ZsXbS9";0;0;3;5;in;1269610151817867265;1687884766409031680;bekasbarudotcom;https://twitter.com/bekasbarudotcom/status/1687884766409031680
Fri Aug 04 12:05:07 +0000 2023;1687434486865440768;"@tanyarlfes Pada flexing, ik itu ga maksud flexing tp pokoknya gabaik buat kesehatan mental diri ini jadi aku menghindari ig";0;0;0;0;in;1156083716608819201;1687401815586013184;ddablllue_;https://twitter.com/ddablllue_/status/1687434486865440768
Fri Aug 04 04:12:04 +0000 2023;1687315441805631489;"Ingat, tidak ada salahanya untuk beristirahat dan fokus pada kesehatan mental. Semoga akhir pekan kalian  menyenangkan dan memberikan semangat baru untuk menghadapi minggu depan! 💚";0;0;0;2;in;1494877853481320449;1687315439922397186;Merajuthati_;https://twitter.com/Merajuthati_/status/1687315441805631489
Fri Aug 04 03:58:23 +0000 2023;1687311997346656257;"Demi kesehatan mental yg lebih baik🤸‍♂ https://t.co/p1bhk2UhF6";0;1;0;14;in;1323979762641981442;1687311997346656257;MasJawa41223434;https://twitter.com/MasJawa41223434/status/1687311997346656257
Fri Aug 04 01:07:39 +0000 2023;1687269032263925761;"Pehhh.... Kesehatan mental perlu loh😄 https://t.co/FR7SJ9zUZL";0;0;0;0;in;1643365399201972224;1687269032263925761;diandini_;https://twitter.com/diandini_/status/1687269032263925761
Fri Aug 04 00:52:53 +0000 2023;1687265315426873344;"@Frederica_kyubi Gangguan kesehatan mental bisa terjadi kepada siapa saja kak. Untuk itu, penting bagi kita untuk lebih sadar dan peduli tentang kesehatan mental agar stigma kesehatan mental bisa hilang.";0;0;0;0;in;1494877853481320449;1687156475079364608;Merajuthati_;https://twitter.com/Merajuthati_/status/1687265315426873344
Thu Aug 03 06:11:15 +0000 2023;1686983044279001088;"Kunjungi Kami di https://t.co/yfKNZ1O10L atau Klik link di bio @yayasanmerajuthati  #berbagihati #tidaksendirilagi #kesehatanmental #mentalhealth #mentalhealthIndonesia  #therapy #terapi #CBT #IPT #Art #Arttherapy #psychotherapy #hipnotherapy #hypnotist #Hypnosis";0;0;0;0;in;1494877853481320449;1686983030538428416;Merajuthati_;https://twitter.com/Merajuthati_/status/1686983044279001088
Thu Aug 03 06:11:11 +0000 2023;1686983030538428416;"Salah satu cara untuk menanggulangi masalah kesehatan mental adalah melalui terapi yang diberikan tenaga profesional kesehatan mental. Lalu apa saja terapi kesehatan mental yang bisa dilakukan? Berikut diantaranya: https://t.co/gfxG5WDfpP";2;1;2;3;in;1494877853481320449;1686983030538428416;Merajuthati_;https://twitter.com/Merajuthati_/status/1686983030538428416
Thu Aug 03 04:18:13 +0000 2023;1686954601285816321;"Kesehatan mental adalah perjalanan tanpa akhir, bukan tujuan di akhir. Jadi, bersabarlah dengan diri kita saat kita mencoba menemukan kebahagiaan dan kedamaian dalam hidup.   Selalu ingat untuk mencari bantuan ketika kesehatan mental kita mulai memburuk dan hidup terasa sulit.";0;0;0;1;in;1494877853481320449;1686954601285816321;Merajuthati_;https://twitter.com/Merajuthati_/status/1686954601285816321
Tue Aug 01 07:16:00 +0000 2023;1686274565662810113;"Yayasan Merajut Hati adalah sebuah organisasi non-profit di Indonesia yang memiliki misi untuk menyediakan akses sumber daya, pengobatan, dan bantuan kesehatan mental untuk masyarakat Indonesia. https://t.co/tnbEZuItcf";2;0;2;2;in;1494877853481320449;1686274565662810113;Merajuthati_;https://twitter.com/Merajuthati_/status/1686274565662810113
Tue Aug 01 03:56:12 +0000 2023;1686224283721490432;"@nagotejena Di saat-saat stres tersebut penting bagi kita untuk memiliki coping mechanism yang sehat dan tetap menjaga kesehatan mental kita. Semangat teman2💚";0;0;0;0;in;1494877853481320449;1685998396488953856;Merajuthati_;https://twitter.com/Merajuthati_/status/1686224283721490432
Mon Jul 31 06:32:40 +0000 2023;1685901270807396352;"@convomfs Semangat Kak. semoga kesehatan mental kakak bisa pulih, dan kakak bisa mencapai semua cita-cita kakak. Jangan biarkan orang-orang yang tidak paham kesehatan mental menghentikan langkah kakak untuk mencari bantuan dan pulih.";0;0;0;0;in;1494877853481320449;1685787948590174209;Merajuthati_;https://twitter.com/Merajuthati_/status/1685901270807396352
Mon Jul 31 06:31:15 +0000 2023;1685900913767239682;"@tomijasman06 Betul kak. Makanya penting untuk mengelilingi diri kita dengan orang-orang yang suportif dan baik untuk kesehatan mental, kesehatan fisik, kehidupan sehari-hari bahkan masa depan kita.";0;0;0;2;in;1494877853481320449;1684147170696642560;Merajuthati_;https://twitter.com/Merajuthati_/status/1685900913767239682
Fri Jul 28 16:24:50 +0000 2023;1684963130982686720;"Ide judul skripsi lagi nih, siapa tau ada yang mau pake:  “Studi kualitatif tentang menjamurnya bar dan klub malam serta korelasinya dengan kesehatan mental para remaja di kota Bandung”";0;0;0;2;in;22511320;1684963130982686720;juliuzickboy;https://twitter.com/juliuzickboy/status/1684963130982686720
Fri Jul 28 13:12:24 +0000 2023;1684914703062200325;"tapi tetep ya utamakan kesehatan fisik dan mental.   siap bisa dengan cari info-info ke alumni batch sebelumnya. siap kapanpun itu diemail seleksi selanjutnya. siap dengan kemungkinan terburuk, dan banyak lagi.";0;1;0;1;in;1021658149;1684914676432596992;deadstqr;https://twitter.com/deadstqr/status/1684914703062200325
Fri Jul 28 07:59:09 +0000 2023;1684835873156980736;"Dengan mengikuti senam pagi  secara rutin diharapkan dapan meningkatkan kesehatan fisik dan mental pegawai demi menunjang pelaksanaan tugas sehari-hari. (HuMaS BaPaS)";0;0;0;1;in;1023929562248298498;1684835768072843265;bapaspalu;https://twitter.com/bapaspalu/status/1684835873156980736
Fri Jul 28 04:53:15 +0000 2023;1684789090473156608;"It's Friday! Ambil waktu sejenak di hari ini untuk berintrospeksi, merawat diri, dan ngobrol dengan orang-orang terdekat. Walaupun kelihatan kecil, hal-hal tersebut bisa memberikan efek yang sangat baik untuk kesehatan mental kita loh.";0;0;0;2;in;1494877853481320449;1684789090473156608;Merajuthati_;https://twitter.com/Merajuthati_/status/1684789090473156608
Fri Jul 28 03:14:49 +0000 2023;1684764319358320641;"Memang ya, buka medsos kelamaan tuh nggak baik buat kesehatan mental  Makin dibuka, makin nemu aja hal-hal yang bikin mata pedes";0;0;0;0;in;961402341244125185;1684764319358320641;Rthelapislazuli;https://twitter.com/Rthelapislazuli/status/1684764319358320641
Thu Jul 27 12:04:09 +0000 2023;1684535142264840195;"Sosiolog #UGM Sebut Anak Muda Rentan Alami Gangguan #Kesehatan Mental: Sosiolog #UGM, Wahyu Kustiningsih, S.Sos., M.A, mengatakan anak muda merupakan kelompok rentan termasuk mengalami gangguan #kesehatan mental. Bahkan, tidak sedikit anak muda yang… https://t.co/IgqI5xosLH https://t.co/JRzcG8JJbp";0;0;0;3;in;151261945;1684535142264840195;UGMYogyakarta;https://twitter.com/UGMYogyakarta/status/1684535142264840195
Thu Jul 27 03:03:13 +0000 2023;1684399011304984576;"Sepagi ini mendengar nasehat psikolog utk masalah kesehatan mental bagi suami istri.  Lah? Istri gak punya euy....  :|  @sonobudoyo https://t.co/vKkRLrBIp7";0;0;0;0;in;38336964;1684399011304984576;RingSatoe;https://twitter.com/RingSatoe/status/1684399011304984576
Thu Jul 27 01:30:31 +0000 2023;1684375680400908288;"Ingin Marah Tapi Bingung Penyebabnya. Emosi dan Mood Jadi Tidak Stabil &amp  Sulit Dikendalikan.   https://t.co/87gPCaKHTY  #terapiemosi  #kecerdasanemosional  #konselingpsikologi  #konselingpsikologionline  #hipnoterapi  #traumapsikologis  #kesehatanmental";0;0;0;0;in;1283724287971483649;1684375680400908288;TerapiPsikologi;https://twitter.com/TerapiPsikologi/status/1684375680400908288
Wed Jul 26 10:22:30 +0000 2023;1684147170696642560;"Circle pertemanan itu ngaruh banget sama pengembangan diri, kesehatan mental, dan yang paling penting akhlak dan agama seseorang.";25;14;521;1464;in;1151259106667188224;1684147170696642560;tomijasman06;https://twitter.com/tomijasman06/status/1684147170696642560
Wed Jul 26 09:53:09 +0000 2023;1684139787723362304;"#UGM Rilis Platform ChatBot Lintang Wujud Komitmen Kampus Terhadap #Kesehatan #Mental Sivitas Akademika: Universitas Gadjah Mada memiliki komitmen kuat menjadi perguruan tinggi yang nyaman, aman, inklusif, serta bertanggung jawab sosial. Salah satu yang… https://t.co/hymRslkxTE https://t.co/QyDFmhymmN";0;0;1;3;in;151261945;1684139787723362304;UGMYogyakarta;https://twitter.com/UGMYogyakarta/status/1684139787723362304
Wed Jul 26 04:23:30 +0000 2023;1684056826751651840;"@OLannister550 Menarik kak. Semoga esai ini bisa membuat teman-teman penggemar anime lebih paham dan peduli dengan kesehatan mental";0;0;0;1;in;1494877853481320449;1684045576118341634;Merajuthati_;https://twitter.com/Merajuthati_/status/1684056826751651840
Wed Jul 26 04:21:51 +0000 2023;1684056412585099265;"Hargai pentingnya merawat kesehatan mental kita. Seperti tumbuhan  yang butuh dirawat agar tumbuh dengan indah, jiwa kita juga butuh perhatian dan pengasuhan.";1;1;1;2;in;1494877853481320449;1684056412585099265;Merajuthati_;https://twitter.com/Merajuthati_/status/1684056412585099265
Tue Jul 25 14:32:12 +0000 2023;1683847622908575744;"Menurut sebuah jurnal ilmiah berjudul  "The Loneliness Epidemic: Causes and Consequences.”  Ternyata kesepian yang kronis itu, dapat berdampak negatif pada kesehatan mental dan fisik kita loh.   Rasa kesepian dapat meningkatkan risiko depresi, kecemasan, dan masalah kesehatan… https://t.co/eLpiKs8DJ3";0;1;1;0;in;33157370;1683842884427210754;barlieve;https://twitter.com/barlieve/status/1683847622908575744
Tue Jul 25 12:45:22 +0000 2023;1683820739894591488;"Please banget inimah demi kesehatan mental😭";0;0;0;0;in;1443557120419385345;1683820739894591488;herdifirmino9;https://twitter.com/herdifirmino9/status/1683820739894591488
Tue Jul 25 08:21:43 +0000 2023;1683754387452329987;"Sebuah studi dalam jurnal yang pernah aku baca mengenai "Personality and Individual Differences" ternyata ditemukan bahwa orang yang mempraktikkan optimisme sejati cenderung memiliki kesehatan mental yang lebih baik, tingkat stres yang lebih rendah, dan hubungan sosial yang lebih…";0;1;0;1;in;33157370;1683751260338679809;barlieve;https://twitter.com/barlieve/status/1683754387452329987
Sat Jul 22 02:51:29 +0000 2023;1682584119803535360;"Eitss, tapi bukan cuma yang lain yang kena dampak buruknya.   Banyak studi yang menunjukkan bahwa sikap mementingkan diri sendiri yang berlebihan juga dapat berdampak negatif pada kesehatan mental seseorang.   Kebutuhan konstan akan validasi dan rasa penting diri dapat…";0;1;0;2;in;33157370;1682574061145296896;barlieve;https://twitter.com/barlieve/status/1682584119803535360
Fri Jul 21 19:08:10 +0000 2023;1682467520127852546;"@putrayurizal @anctherside shin kalo kata gue sih jangan mau sama yang over confident gini, gabaik buat kesehatan mental 🚩🚩🚩🚩";0;2;0;1;in;898255981062135808;1681913660426551296;satanicfuckers;https://twitter.com/satanicfuckers/status/1682467520127852546
Thu Jul 20 15:23:18 +0000 2023;1682048542502957059;"Halo temen2 aku baru penelitian. Pembahasan yang aku angkat mengenai literasi kesehatan mental pada media sosial, temen-temen mohon bantuannya ya di link https://t.co/4vA7iomE0N   Setelah mengisi tolong di bagikan juga yaa. Makasih banyakk ❤️";0;0;1;2;in;525452054;1682048542502957059;prabowobhekti;https://twitter.com/prabowobhekti/status/1682048542502957059
Wed Jul 19 14:48:04 +0000 2023;1681677290009399296;"@Sundakiwari1 Disinilah Kesehatan/Kesejahteraan Mental menjadi amat penting, namun sedikit yang menganggap isu kesehatan mental sebagai hal biasa, padahal kegagalan atas hal tersebut akan membuka gerbang 'iblis' pada jiwa seseorang🙏. Salam santun  Selamat malam🫡";0;0;0;1;in;2554019484;1681631187255832577;Kulinerbocah;https://twitter.com/Kulinerbocah/status/1681677290009399296
Fri Jul 14 01:34:27 +0000 2023;1679665628117110785;"Selama ini akibat dr hidup selalu terburu2 dan merasa gagal karna membandingkan diri dan progress orang lain ternyata menjadikan diri acuh sama kesehatan mental sendiri";0;0;0;0;in;1101770049088479232;1679665625936060416;fatih_annisa;https://twitter.com/fatih_annisa/status/1679665628117110785
Thu Jul 13 11:03:36 +0000 2023;1679446473040347136;"@MbudDull Owalah saiki wis pulih, jaga kesehatan mental.";0;0;0;0;in;3275284952;1679430347162021888;PurworOjek;https://twitter.com/PurworOjek/status/1679446473040347136
Thu Jul 13 07:22:58 +0000 2023;1679390950291017729;"@Arie_Kriting Indonesia darurat bangsal kesehatan jiwa. Pelaku dan pendukung samasama menderita gangguan mental serius. Halusinasi, delusi harus ditangani serius. Bukan dibiarin keliaran dan punya akses internet.";0;1;4;17;in;51810860;1679355624507801601;AdiyatJatiW;https://twitter.com/AdiyatJatiW/status/1679390950291017729
Thu Jul 13 04:58:56 +0000 2023;1679354703606579200;"Siapa yang tidak kenal Ibnu Sina? Ibnu Sina menguraikan berbagai rumusan mendasar atas ragam masalah kesehatan mental. Ulama serba bisa ini mengeksplorasi secara mendalam kondisi mental manusia, tidak hanya memotret gejala-gejalanya saja. @turospustaka  https://t.co/utMqgqICWN https://t.co/SkuC36Ne1g";0;0;1;0;in;847352743;1679354703606579200;bukubukularis;https://twitter.com/bukubukularis/status/1679354703606579200
Wed Jul 12 06:38:32 +0000 2023;1679017377340731392;"@mrgnfnls aihhh jebul kesehatan mental i ono tenan";0;1;0;0;in;1091381539;1679006964435795968;sundagomarkong;https://twitter.com/sundagomarkong/status/1679017377340731392
Mon Jul 10 01:21:55 +0000 2023;1678212925444575233;"Jdi #odhiv itu sulitnya bukan masalah kesehatan fisik nya sihh. Tapi lebih ke Mental Health nya. Krn jujur aja semenjak #hiv gw lebih sering strugling melawan pikiran sendiri. Krn semakin tambah usia semakin banyak tuntutan dari banyak aspek  #arv #odha #HIV https://t.co/5runoTWbX4";3;21;3;75;in;1541663113275006976;1678212925444575233;darkside_me0;https://twitter.com/darkside_me0/status/1678212925444575233
